Port_Label,Q1 2006_Index_Average_Q1_2023__100_Value,Q2 2006_Index_Average_Q1_2023__100_Value,Q3 2006_Index_Average_Q1_2023__100_Value,Q4 2006_Index_Average_Q1_2023__100_Value,Q1 2007_Index_Average_Q1_2023__100_Value,Q2 2007_Index_Average_Q1_2023__100_Value,Q3 2007_Index_Average_Q1_2023__100_Value,Q4 2007_Index_Average_Q1_2023__100_Value,Q1 2008_Index_Average_Q1_2023__100_Value,Q2 2008_Index_Average_Q1_2023__100_Value,Q3 2008_Index_Average_Q1_2023__100_Value,Q4 2008_Index_Average_Q1_2023__100_Value,Q1 2009_Index_Average_Q1_2023__100_Value,Q2 2009_Index_Average_Q1_2023__100_Value,Q3 2009_Index_Average_Q1_2023__100_Value,Q4 2009_Index_Average_Q1_2023__100_Value,Q1 2010_Index_Average_Q1_2023__100_Value,Q2 2010_Index_Average_Q1_2023__100_Value,Q3 2010_Index_Average_Q1_2023__100_Value,Q4 2010_Index_Average_Q1_2023__100_Value,Q1 2011_Index_Average_Q1_2023__100_Value,Q2 2011_Index_Average_Q1_2023__100_Value,Q3 2011_Index_Average_Q1_2023__100_Value,Q4 2011_Index_Average_Q1_2023__100_Value,Q1 2012_Index_Average_Q1_2023__100_Value,Q2 2012_Index_Average_Q1_2023__100_Value,Q3 2012_Index_Average_Q1_2023__100_Value,Q4 2012_Index_Average_Q1_2023__100_Value,Q1 2013_Index_Average_Q1_2023__100_Value,Q2 2013_Index_Average_Q1_2023__100_Value,Q3 2013_Index_Average_Q1_2023__100_Value,Q4 2013_Index_Average_Q1_2023__100_Value,Q1 2014_Index_Average_Q1_2023__100_Value,Q2 2014_Index_Average_Q1_2023__100_Value,Q3 2014_Index_Average_Q1_2023__100_Value,Q4 2014_Index_Average_Q1_2023__100_Value,Q1 2015_Index_Average_Q1_2023__100_Value,Q2 2015_Index_Average_Q1_2023__100_Value,Q3 2015_Index_Average_Q1_2023__100_Value,Q4 2015_Index_Average_Q1_2023__100_Value,Q1 2016_Index_Average_Q1_2023__100_Value,Q2 2016_Index_Average_Q1_2023__100_Value,Q3 2016_Index_Average_Q1_2023__100_Value,Q4 2016_Index_Average_Q1_2023__100_Value,Q1 2017_Index_Average_Q1_2023__100_Value,Q2 2017_Index_Average_Q1_2023__100_Value,Q3 2017_Index_Average_Q1_2023__100_Value,Q4 2017_Index_Average_Q1_2023__100_Value,Q1 2018_Index_Average_Q1_2023__100_Value,Q2 2018_Index_Average_Q1_2023__100_Value,Q3 2018_Index_Average_Q1_2023__100_Value,Q4 2018_Index_Average_Q1_2023__100_Value,Q1 2019_Index_Average_Q1_2023__100_Value,Q2 2019_Index_Average_Q1_2023__100_Value,Q3 2019_Index_Average_Q1_2023__100_Value,Q4 2019_Index_Average_Q1_2023__100_Value,Q1 2020_Index_Average_Q1_2023__100_Value,Q2 2020_Index_Average_Q1_2023__100_Value,Q3 2020_Index_Average_Q1_2023__100_Value,Q4 2020_Index_Average_Q1_2023__100_Value,Q1 2021_Index_Average_Q1_2023__100_Value,Q2 2021_Index_Average_Q1_2023__100_Value,Q3 2021_Index_Average_Q1_2023__100_Value,Q4 2021_Index_Average_Q1_2023__100_Value,Q1 2022_Index_Average_Q1_2023__100_Value,Q2 2022_Index_Average_Q1_2023__100_Value,Q3 2022_Index_Average_Q1_2023__100_Value,Q4 2022_Index_Average_Q1_2023__100_Value,Q1 2023_Index_Average_Q1_2023__100_Value,Q2 2023_Index_Average_Q1_2023__100_Value,Q3 2023_Index_Average_Q1_2023__100_Value,Q4 2023_Index_Average_Q1_2023__100_Value,Q1 2024_Index_Average_Q1_2023__100_Value,Q2 2024_Index_Average_Q1_2023__100_Value,Q3 2024_Index_Average_Q1_2023__100_Value,Q4 2024_Index_Average_Q1_2023__100_Value,Q1 2025_Index_Average_Q1_2023__100_Value,Q2 2025_Index_Average_Q1_2023__100_Value,Q3 2025_Index_Average_Q1_2023__100_Value,Q4 2025_Index_Average_Q1_2023__100_Value,Q1 2026_Index_Average_Q1_2023__100_Value,Q2 2026_Index_Average_Q1_2023__100_Value
"Niue, Alofi",,,,,,,,,,,,,,,,,,,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,9.09,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32
"Norfolk Island, Norfolk I",6.1,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,17.57,17.57,17.57,17.57,8.42,8.42,8.42,8.42,8.42,9.76,9.76,9.76,12.52,12.52,12.52,12.52,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48
"Northern Mariana Islands, Saipan Island",20.38,20.38,11.77,11.77,13.23,13.23,13.23,25.46,25.46,25.6,29.26,29.26,27.35,22.92,22.92,22.9,23.55,23.5,28.65,28.65,28.66,33.9,28.78,28.78,28.78,28.78,28.78,28.78,30.09,31.01,31.01,31.01,31.01,31.01,33.59,33.59,33.59,33.59,20.95,20.95,28.26,39.17,53.92,53.92,50.73,50.73,50.73,36.54,33.94,33.94,33.94,34.99,33.71,33.71,33.06,33.06,33.06,32.57,32.57,32.57,32.57,32.57,33.56,32.92,33.12,33.12,33.12,33.12,33.12,33.12,33.12,33.12,33.12,33.13,33.13,33.13,33.13,33.13,33.13,33.13,33.13,33.13
"Norway, Aalesund",36.63,36.63,36,39.69,39.69,39.69,34.34,34.34,33.69,37.01,36.68,36.68,36.68,36.68,36.68,36.68,36.68,36.05,36.05,30.33,30.33,30.33,30.33,30.33,15.58,15.58,15.58,27.3,21.4,28.73,32.09,47.37,47.44,46.16,44.13,44.13,44.77,44.19,44.26,44.26,46.22,46.22,45.51,46.14,39.57,39.57,46.86,41.53,41.42,47.83,47.87,85.32,84.08,84.08,86.37,86.37,85.73,72.27,78.66,72.97,72.97,72.97,72.97,72.97,73.01,72.87,78.88,85.71,88.5,88.5,89.09,89.09,89.09,79,72.31,71.54,71.54,75.28,59.16,59.16,59.04,59.04
"Norway, Ardalstangen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.09,10.09,10.09,10.09,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,10.99,10.99,10.99,10.99
"Norway, Austevoll",13.69,13.69,,,,,10.48,10.48,10.48,10.48,,,,,,,18.23,18.23,18.23,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,,,,,,,,,11.11,11.11,11.11,,,,,,,,8.57,8.57,8.57,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norway, Averoy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,13.33,13.33,13.33,13.33,13.33,13.33,13.3,13.3,13.3,13.3,13.3,13.31,13.31,19.78,19.78,24.16,19.93,19.93,19.93,19.93
"Norway, Batsfjord",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.18,12.18,12.18,12.18,12.18,11.54,,,,,,,,,,,,,,,,,,,,,,,,,
"Norway, Bergen",38.1,45.81,45.18,55.38,54.86,54.86,47.64,47.64,47.62,47.61,42.53,42.53,43.17,43.17,43.17,43.17,44.42,43.78,43.78,47.49,45.11,43.84,43.21,43.21,45.86,46.5,45.86,56.35,66.94,63.03,54.83,61.45,61.52,60.25,61.53,61.53,62.17,62.8,62.87,62.87,64.26,64.26,64.19,64.19,57.61,57.61,56.97,42.34,42.22,51.21,51.21,69.42,71.9,71.9,79.83,79.83,75.9,58.58,62.39,75.16,75.16,75.49,68.33,68.33,68.37,68.23,74.24,81.07,83.87,87.94,88.52,88.52,88.52,78.44,71.75,72.25,72.25,78.54,66.2,66.2,71.34,71.34
"Norway, Bodo",10.92,10.92,10.92,,,,,,,,15.86,15.86,15.86,15.86,15.86,15.86,15.86,15.86,15.86,13.44,13.44,13.44,13.44,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.48,26.48,26.48,26.48,26.48,25.85,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,,,,,,,,,
"Norway, Brevik",27.37,27.37,27.37,27.38,29.6,25.53,25.53,25.53,31.24,31.19,31.24,22.57,22.57,23.45,19.88,26.77,20.14,19.51,20.24,20.24,20.28,19.6,19.6,18.96,18.96,18.96,18.96,18.96,24.08,30.77,30.77,30.44,30.79,30.79,25.89,27.32,27.32,18.99,19.63,18.27,18.27,18.27,17.63,17.63,17.69,17.69,17.69,15.71,15.71,21.13,21.13,21.12,16.3,16.3,16.3,15.07,14.37,14.37,14.37,21.26,28.46,22.95,22.95,28.47,28.5,28.63,28.63,28.58,28.65,34.12,34.57,28.54,38.24,41.37,41.37,41.37,41.37,34.67,34.67,34.67,39.82,40.93
"Norway, Drammen",,,,,,,,9.77,10.59,10.59,10.59,9.86,10.5,10.5,10.5,10.5,10.97,10.97,10.97,10.97,10.97,19.64,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,11.6,11.6,11.6,12.21,12.21,12.21,30.71,32,30.2,28.92,27.01,27.68,24.51,24.51,16.31,16.31,16.31,16.31,35.96,31.32,31.32,31.32,31.32,29.04,29.67,29.85,29.56,29.04,29.04,28.98,28.49,29.18,28.98,17.85,11.31,11.31,11.8,,,12.38,12.38,12.38,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43
"Norway, Egersund",,,,,,,,,,,,,,,13.04,13.04,13.04,,,16.05,13.67,23.63,11.03,11.03,11.03,24.27,11.03,11.75,11.75,,,13.67,13.67,,,13.04,13.67,,,,14.31,14.31,,,14.31,14.31,13.04,13.04,13.04,13.04,13.04,13.04,23.19,23.19,13.81,13.81,23.58,23.58,23.58,21.23,20.59,20.59,20.59,20.59,19.96,19.96,19.96,19.96,31.98,31.98,31.98,31.98,31.98,31.98,24.27,24.27,24.27,24.27,25.64,25.64,25.52,25.52
"Norway, Farsund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,,,12.12,12.12
"Norway, Floro",11.47,11.47,11.47,21.7,21.7,21.7,18.43,18.43,18.43,21.34,18.59,18.59,18.59,18.59,18.59,18.59,27.02,27.02,27.02,32.02,29.64,29.64,29.64,29.64,25.39,26.02,15.66,11.83,11.21,11.83,11.83,22.19,22.19,11.83,10.89,10.89,10.89,10.93,10.93,10.93,22.79,22.79,10.93,22.16,22.79,22.79,10.93,10.93,10.93,24.22,24.22,24.32,28.54,28.54,26.95,26.95,28.93,28.93,37.23,37.33,37.33,37.33,28.99,28.99,29.35,28.89,34.9,34.9,38.97,38.97,38.97,38.97,38.97,38.98,39.54,42.48,42.48,42.35,33.95,33.95,33.82,33.82
"Norway, Fredrikstad",23.9,23.94,20.46,32.6,27.07,27.07,36.65,40.04,29.18,27.46,32.82,35.29,30.64,28.77,36.12,39.63,28.79,28.79,28.82,28.79,36.1,36.1,31.09,39.59,39.27,32.53,32.53,29.36,26.6,19.32,23.41,21.91,11.95,11.95,11.95,19.85,19.85,24.87,30.97,30.94,29.66,28.38,28.42,23.94,23.3,23.25,23.51,36.54,31.76,30.36,27.8,39.51,39.51,39.51,44.01,40.83,41.01,28.61,28.73,28.73,28.73,28.24,28.24,28.04,37.26,31.63,31.63,37.26,37.9,41.96,41.96,41.96,37.29,44.29,44.29,44.29,43.55,47.07,43.07,43.07,43.03,43.05
"Norway, Fusa",,,,,,,22.05,22.05,21.39,22.03,13.04,13.04,13.04,13.04,,,12.39,12.39,12.39,16.05,13.67,13.67,13.67,13.67,13.67,14.31,13.04,12.4,12.4,13.04,13.04,13.67,13.67,13.04,13.04,13.04,13.67,13.04,13.04,13.04,14.31,14.31,13.04,13.67,14.31,14.31,13.04,13.04,13.04,13.04,13.04,13.04,13.67,13.67,13.43,13.43,14.71,14.71,14.71,14.71,14.07,14.07,14.07,14.07,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,,,,,15.59,15.59,14.54,14.54
"Norway, Gjemnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.57,11.57,10.93,10.93,,,11.63,11.63,11.63,28.17,28.2,28.2,24.42,24.42,24.42,24.42,24.42,24.42,24.42,21.3,21.3,21.3,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.68,21.05,11.57,11.57,11.57,11.57,11.57,11.57,11.57
"Norway, Glomfjord",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.92,16.92,17.06,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,13.33,13.33,13.33,13.33,13.33,13.33,13.3,13.3,13.3,13.3,13.3,13.31,13.31,13.31,13.31,19.43,19.93,19.93,19.93,19.93
"Norway, Haavik",,9.16,9.16,9.16,9.45,9.45,9.45,,,,,,10.09,10.09,10.09,10.09,,,,,,,,,,,,10.87,10.88,11.73,11.73,11.73,11.73,11.73,11.73,11.73,11.73,12.38,12.38,12.38,11.73,11.73,11.73,11.73,11.73,11.73,11.73,11.73,11.74,20.87,20.87,20.87,17.05,17.05,17.05,17.05,24.88,24.88,24.88,21.76,21.78,21.78,21.01,21.01,21.01,21.01,21.01,21.01,21.01,28.92,28.92,28.92,28.92,30.06,28.33,20.66,20.66,20.66,15.41,15.41,20.66,20.66
"Norway, Halden",13.87,20.25,16.24,19.47,15.12,15.12,19.12,19.12,19.12,14.48,14.48,14.48,9.69,10.32,10.32,15.74,11.75,11.75,11.11,12.38,12.38,11.11,11.11,17.8,17.85,,,,11.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norway, Hammerfest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.14,20.14,20.14,20.14,20.14,19.51,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,,,,,,,,,
"Norway, Harstad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.48,26.48,26.48,26.48,26.48,25.85,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,,,,,,,,,
"Norway, Haugesund",20.23,20.23,20.23,9.93,9.93,9.93,10.57,10.57,10.57,19.36,33.16,33.16,39.72,30.32,30.32,30.32,23.77,23.77,23.77,25.1,25.1,25.1,25.1,25.1,21.32,21.32,21.32,18.28,28.25,28.88,27.18,27.22,27.22,27.22,19.74,19.74,19.74,19.78,19.78,19.78,19.78,19.78,19.78,19.78,19.78,19.78,19.78,31.27,31.27,43.45,43.45,54.28,57.4,57.4,64.95,64.95,69.42,58.59,58.59,66.78,58.39,58.72,59.95,59.95,51.92,51.46,51.46,51.46,61.57,65.64,65.64,65.64,65.64,66.04,66.15,66.65,66.65,72.94,65.18,65.18,70.31,70.31
"Norway, Heroya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14
"Norway, Hitra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68,8.68,8.68,8.68,8.68,8.68,,,,,,,,,,,,,,,,,,
"Norway, Holla",,,,12.57,12.57,12.57,20.37,20.37,20.37,23.29,23.02,23.02,23.02,23.02,23.02,23.02,24.92,24.92,24.92,13.44,13.44,13.44,13.44,13.44,,,,10.36,,,8.98,9.72,9.72,9.72,10.88,10.88,10.88,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,12.22,12.22,10.48,10.48,9.2,9.2,9.2,13.02,13.02,13.02,13.02,13.02,,,,,,,,,,,,,,,,,,,,19.93,19.93,19.93,19.93
"Norway, Hoyanger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69,12.69,12.69,12.69,12.69,12.69,12.69,12.69,12.69,12.69,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,10.99,10.99,10.99,10.99
"Norway, Husnes",,9.16,9.16,9.16,,,,9.45,9.45,17.19,17.85,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,12.19,12.19,12.19,10.84,10.84,10.84,11.21,11.52,11.52,11.52,,,,,,,,,,,,,,,,16.92,16.92,17.06,,,10.35,10.35,,,,,,,10.35,10.35,10.35,10.35,10.35,10.35,10.35,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,,,12.12,12.12
"Norway, Husoy",,,,21.7,21.7,21.7,26.79,26.79,26.79,21.85,9.21,9.21,9.21,9.21,9.21,9.21,11.75,11.75,11.75,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.33,15.69,15.69,15.69,15.69,15.69,15.69,15.69,16.33,16.33,16.33,27.32,27.32,16.96,16.96,16.96,16.96,16.96,21.35,21.35,15.05,15.05,14.89,14.89,14.89,9.67,9.67,9.67,9.67,9.67,,,,,,,,,,,,,,,,,,,,,,,
"Norway, Ikornnes",,,,,,,,,,,,,,,,,,,,10.35,10.35,10.35,10.35,10.35,,,,,,,,,,,12.27,12.27,12.27,12.22,12.22,12.22,13.06,13.06,13.06,13.06,13.06,13.06,13.06,21.62,20.78,13.54,13.54,13.54,13.54,13.54,13.54,13.54,13.54,13.54,13.54,14.34,14.34,14.34,14.34,14.34,14.71,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,14.71,18.92,18.92,18.79,26.64,26.64,26.52,26.52
"Norway, Kirkenes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.18,12.18,12.18,12.18,12.18,11.54,,,,,,,,,,,,,,,,,,,,,,,,,
"Norway, Knarrevik",,,,16.39,16.39,16.39,11.84,11.84,11.84,,,,,,,,,,,11.05,11.05,11.05,11.05,11.05,11.83,11.83,11.83,11.83,11.21,11.83,11.83,11.83,11.83,11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norway, Kristiansand",53.91,53.91,53.27,53.27,54.61,61.31,62.58,62.54,63.35,72.37,72.42,63.84,63.91,52.05,55.4,58.9,62.57,69.81,72.9,64.35,62.32,77.56,86.86,87.5,92.44,90.93,80.76,65.24,66.04,64.22,63.59,66.32,59.71,67.09,55.79,45.99,45.99,56.46,61.23,56.51,47.26,47.96,57.6,44.61,45.25,44,33.38,34.1,33.49,41.48,34.1,53.22,53.68,53.85,61.37,61.59,53.51,41.09,48.12,60.98,63.97,60.62,61.3,66.41,66.4,65.98,60.64,60.98,60.14,56.63,48.87,48.87,53.02,42.43,42.43,42.43,42.43,46.94,46.94,46.94,46.94,46.94
"Norway, Kristiansund",15.05,15.05,15.05,15.07,15.12,10.37,17.48,17.48,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,,,,,,,,,,,,10.36,,,,,,,10.88,10.88,10.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norway, Kvinesdal",,,,,,,10.48,10.48,10.48,10.48,9.21,9.21,9.21,9.21,9.21,9.21,12.39,12.39,12.39,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,,,,,,,,,,,,,,11.11,11.11,11.11,11.11,11.11,11.11,11.11,12.22,12.22,10.48,10.48,8.57,8.57,8.57,,,,,,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,,,,
"Norway, Larvik",42.71,42.73,43.36,39.27,44.92,44.92,45.89,52.68,50.36,59.36,60.05,63.9,63.97,51.36,45.54,45.54,33.28,33.28,29.8,33.21,37.15,49.76,40.05,42.97,44.07,33.41,33.41,28.59,37.23,37.19,37.09,29.73,36.55,36.55,37.17,35.18,35.18,47.04,47.69,51.21,49.93,48.73,40.39,49.19,48.59,40.6,40.58,39.38,39.41,44.72,39.93,39.93,44.1,44.1,37.97,36.4,36.41,31.62,31.62,32.33,38.99,39.03,44.46,44.97,44.97,38.86,32.21,36.1,36.03,42,43.08,37.04,37.12,43.69,43.58,43.58,43.58,47.75,43.75,43.75,43.75,44.89
"Norway, Lyngdal",,,,,,,,,,,10.84,10.84,10.84,10.84,10.84,10.84,21.42,21.42,21.42,10.84,10.84,10.84,10.84,10.84,12.19,12.19,12.19,19.6,19.6,19.6,19.97,20.28,20.28,20.28,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norway, Maaloy",28.04,28.04,27.41,19.64,19.64,19.64,19.64,19.64,18.99,19.62,19.62,19.62,19.62,19.62,19.62,19.62,29.47,28.83,28.83,39,36.62,36.62,36.62,36.62,36.71,37.35,36.71,36.57,36.5,42.64,42,42,42.07,41.43,38.18,38.18,38.82,37.61,37.61,37.61,38.93,38.93,38.29,38.93,39.57,39.57,38.29,27.07,26.96,31.13,31.13,31.13,33.61,33.61,44.33,44.33,43.69,43.69,43.69,31.6,31.6,31.6,31.56,31.56,31.6,31.45,37.47,44.29,47.09,47.09,47.68,47.68,47.68,47.17,40.48,39.71,39.71,39.58,32.79,32.79,32.66,32.66
"Norway, Mo I Rana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93,19.93,19.93,19.93
"Norway, Molde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.83,13.83,13.83,13.83,13.83,13.83,13.83,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64
"Norway, Mosjoen",7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,8.4,8.4,8.4,8.4,8.4,,,,,,,,,,,,,,,,,,11.63,11.63,11.63,11.63,12.17,12.17,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57
"Norway, Moss",30.63,30.63,30.63,40.59,42.8,38.77,39.18,45.97,37.07,36.39,37.07,40.26,40.26,34.3,35.3,28.01,32.29,30.24,40.78,38.16,38.84,45.05,37.2,25.08,25.14,19.08,25.73,23.63,24.21,30.93,30.24,22.35,22.43,22.43,22.49,17.89,17.89,31.74,27.25,41.1,40.45,38.54,37.94,36.99,39.88,37.04,37.08,28.03,28.03,26.89,26.88,26.88,26.88,26.88,24.78,24.48,24.6,18.25,24.48,25.12,25.07,17.73,25.23,30.58,30.78,30.75,30.11,29.65,30.76,36.9,36.9,30.87,30.94,29.92,29.92,29.92,29.92,33.11,33.11,33.11,33.11,33.13
"Norway, Odda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,,,,,,,,,,,,,
"Norway, Orkanger",10.92,10.92,10.92,12.57,12.57,12.57,16.51,16.51,16.51,15.49,15.86,15.86,15.86,15.86,15.86,15.86,15.86,15.86,15.86,13.44,13.44,13.44,13.44,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,17.12,17.12,17.12,20.23,20.23,20.23,20.23,20.23,20.23,20.23,17.13,17.13,17.13,17.08,17.08,17.08,17.08,17.08,17.08,17.08,17.08,17.08,17.08,17.08,17.48,17.05,12.7,12.7,20.07,19.93,19.93,19.93,19.93
"Norway, Oslo",60.6,55.37,55.37,47.92,61.59,65.01,66.43,66.35,57.77,51.86,53.68,63.85,63.85,52.61,54.9,64.15,49.18,56.42,59.36,58.66,57.3,66.06,57.61,59.75,64.75,64.29,58.19,61.07,57.77,57.2,60.49,48.19,45.73,45.73,47.05,43.6,43.6,37.39,53.91,53.54,49.53,49.63,59.33,62.77,62.83,65.72,65.81,60.45,61.77,67.66,60.94,61.12,61.1,68.22,91.8,95.2,95.15,75.01,85.93,70.99,69.07,64.89,72.62,79.31,78.7,69.68,69.8,69.64,63.91,65.25,69.14,66.98,55.87,61.01,61.01,54.86,54.86,56.2,52.2,52.2,65.39,66.53
"Norway, Rorvik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.63,11.63,11.63,11.63,12.17,12.17,,,,,,,8.68,8.68,8.68,8.68,8.68,8.68,,,,,,,,,,,,,,,,,,
"Norway, Salten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.92,16.92,17.06,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,13.33,13.33,13.33,13.33,13.33,13.33,13.3,13.3,13.3,13.3,13.3,13.31,13.31,13.31,13.31,19.43,19.93,19.93,19.93,19.93
"Norway, Sandnes",8.57,8.57,8.57,8.57,8.57,8.57,10.48,10.48,10.48,10.48,9.21,9.21,9.21,9.21,9.21,9.21,12.39,12.39,12.39,,,,,,,,,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,,,,,20.03,20.03,20.03,20.03,20.03,19.4,,,,,,,,,,,,,,,,,,,,,,,,,
"Norway, Sauda",10.92,10.92,10.92,,,,,,,9.96,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,12.19,12.19,12.19,10.84,10.84,20.79,11.21,11.52,11.52,11.52,10.48,10.48,10.48,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,12.22,12.22,,,,,,,,,,,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,,,,
"Norway, Skien",10.32,10.32,10.32,10.96,15.59,15.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
